,course,rating,students,level,university,skills
228,"Coding for Designers, Managers, & Entrepreneurs III",4.9,"2,4 mil",Beginner,University of Virginia,Java
229,أساسيات مواقع الويب سريعة الاستجابة: البرمجة باستخدام HTML وCSS وJavaScript,4.8,"6,8 mil",Mixed,University of London,Java
230,Snake game in Python: use Pygame to build your game,None,None,Intermediate,Coursera Project Network,Java
231,Bachelor of Science in Computer Science,None,None,None,University of London,Java
232,Principios de ingeniería de software automatizada y ágil Programa de Certificado MasterTrack®,None,None,None,Universidad de los Andes,Java
233,Maestría en Ingeniería de Software,None,None,None,Universidad de los Andes,Java
234,Maestría en Inteligencia Analítica de Datos,None,None,None,Universidad de los Andes,Java
235,Cloud Application Development Foundations,4.7,81 mil,Beginner,IBM,Java
236,Modern Application Development with Node.js on AWS,4.8,83 mil,Beginner,Amazon Web Services,Java
237,UI / UX Design,4.7,210 mil,Beginner,California Institute of the Arts,Java
238,Intellectual Property Law,4.8,24 mil,Intermediate,University of Pennsylvania,Java
239,Programming with Google Go,4.6,50 mil,Intermediate,"University of California, Irvine",Java
240,Django for Everybody,4.7,73 mil,Intermediate,University of Michigan,Java
241,PostgreSQL for Everybody,4.8,15 mil,Intermediate,University of Michigan,Java
242,Customer Experiences with Contact Center AI - Dialogflow ES,4.4,"3,7 mil",Intermediate,Google Cloud,Java
243,Extended Reality for Everybody,4.6,"9,8 mil",Beginner,University of Michigan,Java
244,Using Python to Access Web Data,4.8,550 mil,Mixed,University of Michigan,Java
245,TensorFlow: Data and Deployment,4.6,40 mil,Intermediate,DeepLearning.AI,Java
246,Recommender Systems,4.3,42 mil,Intermediate,University of Minnesota,Java
247,Visual Elements of User Interface Design,4.7,160 mil,Beginner,California Institute of the Arts,Java
248,User Interface Design,4.6,77 mil,Intermediate,University of Minnesota,Java
249,IBM AI Enterprise Workflow,4.3,"9,7 mil",Advanced,IBM,Java
250,Materials Science: 10 Things Every Engineer Should Know,4.7,83 mil,Mixed,"University of California, Davis",Java
251,Advanced Django: Mastering Django and Django Rest Framework,4.8,"1,9 mil",Advanced,Codio,Java
252,UX / UI: Fundamentos para o design de interface,4.5,45 mil,Beginner,Universidade de São Paulo,Java
253,Introduction to Intellectual Property,4.8,17 mil,Beginner,University of Pennsylvania,Java
254,Information Visualization,4.5,19 mil,Beginner,New York University,Java
255,Full Stack Web Development en Español,4.2,37 mil,Beginner,Universidad Austral,Java
256,Python Scripting for DevOps,4.2,"3,4 mil",Beginner,LearnQuest,Java
257,Object-Oriented Design,4.7,78 mil,Intermediate,University of Alberta,Java
258,"Functions, Methods, and Interfaces in Go",4.6,17 mil,Intermediate,"University of California, Irvine",Java
259,"Coding for Designers, Managers, and Entrepreneurs",4.1,"9,4 mil",Beginner,University of Virginia,Java
260,Developing Cloud Native Applications,4.2,"6,8 mil",Intermediate,IBM,Java
261,Desarrollo de aplicaciones móviles con Android,4.6,95 mil,Intermediate,Universidad Nacional Autónoma de México,Java
262,Introdução ao Teste de Software,4.8,22 mil,Beginner,Universidade de São Paulo,Java
263,Building Modern Node.js Applications on AWS,4.5,"8,5 mil",Intermediate,Amazon Web Services,Java
264,Internet Giants: The Law and Economics of Media Platforms,4.8,53 mil,Mixed,The University of Chicago,Java
265,Developing Cloud Apps with Node.js and React,4,"8,4 mil",Intermediate,IBM,Java
266,Introduction to Programming and Animation with Alice,4.4,14 mil,Beginner,Duke University,Java
267,Material Behavior,4.8,35 mil,Mixed,Georgia Institute of Technology,Java
268,Building Test Automation Framework using Selenium and TestNG,4.6,"2,9 mil",Advanced,Coursera Project Network,Java
269,Transferencia tecnológica: De la investigación al mercado.,4.8,11 mil,Beginner,Pontificia Universidad Católica de Chile,Java
270,Browser-based Models with TensorFlow.js,4.7,32 mil,Intermediate,DeepLearning.AI,Java
271,Building a Dynamic Web App using PHP & MySQL,4.4,"5,8 mil",Beginner,Coursera Project Network,Java
272,Introduction to UI Design,4.7,60 mil,Beginner,University of Minnesota,Java
273,Introduction to Recommender Systems: Non-Personalized and Content-Based,4.5,32 mil,Intermediate,University of Minnesota,Java
274,JSON and Natural Language Processing in PostgreSQL,4.7,"2,6 mil",Intermediate,University of Michigan,Java
275,Build Your First React Website,4.4,10 mil,Intermediate,Coursera Project Network,Java
276,User Experience & Interaction Design for AR/VR/MR/XR,4.7,"3,5 mil",Intermediate,University of Michigan,Java
277,Introduction to Front-end Development with ReactJS,4.4,"9,4 mil",Intermediate,Coursera Project Network,Java
278,Diseñando páginas web con Bootstrap 4,4.4,27 mil,Beginner,Universidad Austral,Java
279,Build a Twitter Clone Front-End with ReactJS,4.6,None,Intermediate,Coursera Project Network,Java
280,Data Pipelines with TensorFlow Data Services,4.4,16 mil,Intermediate,DeepLearning.AI,Java
281,"A tanulás tanulása: Hatékony mentális eszközök, melyek segítenek megbirkózni a nehéz tantárgyakkal (Learning How to Learn)",4.9,"6,9 mil",Beginner,Deep Teaching Solutions,Java
282,Protecting Business Innovation,4.8,19 mil,Beginner,The Hong Kong University of Science and Technology,Java
283,Full Stack Cloud Development Capstone Project,4.4,"3,3 mil",Intermediate,IBM,Java
284,Scheduling Selenium TestNG tests via Jenkins CI/CD tool,4.5,"1,7 mil",Beginner,Coursera Project Network,Java
285,Build a Full-Stack Server for API Requests - NodeJS and Pug,4.1,None,Intermediate,Coursera Project Network,Java
286,Getting Started with Linux Terminal,4.6,"2,6 mil",Beginner,Coursera Project Network,Java
287,Identifying Security Vulnerabilities,4.6,"9,1 mil",Intermediate,"University of California, Davis",Java
288,Information Visualization: Programming with D3.js,4.5,"8,8 mil",Beginner,New York University,Java
289,Practical Introduction to the Command Line,4.5,"6,1 mil",Beginner,Coursera Project Network,Java
290,Data Structures and Performance,4.8,86 mil,Intermediate,University of California San Diego,Java
291,AI Workflow: AI in Production,4.5,"2,6 mil",Advanced,IBM,Java
292,Web Design for Everybody Capstone,4.8,41 mil,Mixed,University of Michigan,Java
293,Oracle SQL Basics,4.7,"1,9 mil",Beginner,LearnQuest,Java
294,Configure and Test Basic Network Connectivity,4.5,None,Intermediate,Coursera Project Network,Java
295,AWS: Publish a NodeJS Website from Scratch,4.5,"4,5 mil",Beginner,Coursera Project Network,Java
296,Introduction to TestNG and Integration with Selenium,4.6,"1,7 mil",Beginner,Coursera Project Network,Java
297,Spring Boot Inversion of Control and Dependency Injection,4.6,None,Intermediate,Coursera Project Network,Java
298,"Logging, Monitoring and Observability in Google Cloud",4.7,"9,2 mil",Beginner,Google Cloud,Java
299,Build Your First React Website (Part II),4.8,"3,6 mil",Intermediate,Coursera Project Network,Java
300,Операционные системы и вы: как стать опытным пользователем,5,None,Beginner,Google,Java
301,How Google does Machine Learning en Español,4.6,"6,2 mil",Intermediate,Google Cloud,Java
302,Build a Website using React,4.1,None,Intermediate,Coursera Project Network,Java
303,Virtual Agent Development in Dialogflow ES for Software Devs,4.4,None,Intermediate,Google Cloud,Java
304,Create Your First NoSQL Database with MongoDB and Compass,4.6,"2,8 mil",Intermediate,Coursera Project Network,Java
305,Advanced Django: Advanced Django Rest Framework,None,None,Advanced,Codio,Java
306,Neural Network Visualizer Web App with Python,4.5,"6,5 mil",Intermediate,Coursera Project Network,Java
307,Automating Team Communication with Google Sheets and Apps Script,4.5,"4,3 mil",Intermediate,Coursera Project Network,Java
308,Practical Vim Editor Commands On Linux,4.5,4 mil,Beginner,Coursera Project Network,Java
309,Build a Full Stack Twitter clone with Next.js,3.1,None,Intermediate,Coursera Project Network,Java
310,Fundamentos de React Hooks,4.7,None,Intermediate,Coursera Project Network,Java
311,Essential Cloud Infrastructure: Foundation dalam bahasa Indonesia,4.9,"1,9 mil",Intermediate,Google Cloud,Java
312,"Desarrollo del lado servidor: NodeJS, Express y MongoDB",4.1,11 mil,Beginner,Universidad Austral,Java
313,DevOps and Build Automation with Python,4,None,Beginner,LearnQuest,Java
314,Creando tu primera app con ReactJS,None,None,Beginner,Coursera Project Network,Java
315,Responsive Website Tutorial and Examples,4.2,35 mil,Mixed,University of London,Java
316,Healthcare Entrepreneurship: Taking Ideas to Market,4.8,"3,3 mil",Intermediate,Imperial College London,Java
317,"Capstone MOOC for ""Android App Development""",4.2,"9,8 mil",Mixed,Vanderbilt University,Java
318,Introdução ao Desenvolvimento de Aplicativos Android,4.6,14 mil,Intermediate,Universidade Estadual de Campinas,Java
319,Protecting Business Innovations via Patent,4.8,"9,6 mil",Beginner,The Hong Kong University of Science and Technology,Java
320,Command Line Interface (CLI) With Golang From Infosys,4.3,"2,1 mil",Advanced,Coursera Project Network,Java
321,Typescript - Learn the fundamentals,4.4,None,Intermediate,Coursera Project Network,Java
322,Waits in Selenium Test Automation Tool,4.7,None,Beginner,Coursera Project Network,Java
323,Capstone: Analyzing (Social) Network Data,4.7,"5,7 mil",Mixed,University of California San Diego,Java
324,Applying Data Structures to Manipulate Cleansed UN Data,4.3,"3,2 mil",Intermediate,Coursera Project Network,Java
325,Containerize a full-stack NodeJS application in Docker,4.5,"2,7 mil",Intermediate,Coursera Project Network,Java
326,Create User Directory and Files with Linux Commands,4.6,"1,9 mil",Intermediate,Coursera Project Network,Java
327,"Support Vector Machines in Python, From Start to Finish",4.6,"4,6 mil",Intermediate,Coursera Project Network,Java
328,Integrating Test-Driven Development into Your Workflow,3.6,None,Intermediate,LearnQuest,Java
329,On Premises Capacity Upgrade and Monitoring with Google Cloud's Apigee API Platform,4.7,"2,6 mil",Beginner,Google Cloud,Java
330,Test-Driven Development Project: Random Person Generator,4.9,None,Intermediate,LearnQuest,Java
331,Proyecto final - Construyendo una aplicación profesional con Android,4.7,"4,7 mil",Mixed,Universidad Nacional Autónoma de México,Java
332,CSS Animated Components with ReactJS,4.6,"2,3 mil",Intermediate,Coursera Project Network,Java
333,Build a Table Layout App in Android Studio,4.5,"2,3 mil",Beginner,Coursera Project Network,Java
334,Creating a Personal Site with Gatsby,4.5,"1,7 mil",Intermediate,Coursera Project Network,Java
335,Build an App in Android Studio using Read-Write,4.6,"2,7 mil",Intermediate,Coursera Project Network,Java
336,Build a Linear Layout App in Android Studio,4.5,"2,9 mil",Beginner,Coursera Project Network,Java
337,Metodologías ágiles de desarrollo de software Programa de Certificado MasterTrack®,None,None,None,Universidad de los Andes,Java
338,Developing Applications with Google Cloud,4.7,590 mil,Intermediate,Google Cloud,Java
339,Modern Application Development with Python on AWS,4.7,140 mil,Beginner,Amazon Web Services,Java
340,Modern Application Development with .NET on AWS,4.8,78 mil,Beginner,Amazon Web Services,Java
341,Introduction to Programming with MATLAB,4.8,430 mil,Beginner,Vanderbilt University,Java
342,Front-End Web UI Frameworks and Tools: Bootstrap 4,4.8,250 mil,Intermediate,The Hong Kong University of Science and Technology,Java
343,Getting Started with Go,4.6,46 mil,Intermediate,"University of California, Irvine",Java
344,Build a Modern Computer from First Principles: Nand to Tetris Part II (project-centered course),4.9,50 mil,Mixed,Hebrew University of Jerusalem,Java
345,Functional Programming Principles in Scala,4.8,200 mil,Intermediate,École Polytechnique Fédérale de Lausanne,Java
346,Introduction to CSS3,4.8,170 mil,Mixed,University of Michigan,Java
347,Introduction to Software Testing,4.4,46 mil,Intermediate,University of Minnesota,Java
348,Building Modern Python Applications on AWS,4.5,73 mil,Intermediate,Amazon Web Services,Java
349,Introduction to Python,4.5,29 mil,Beginner,Coursera Project Network,Java
350,Contact Center AI: Conversational Design Fundamentals,4.4,"3,4 mil",Beginner,Google Cloud,Java
351,Software Security,4.6,69 mil,Mixed,"University of Maryland, College Park",Java
352,Software Architecture,4.5,42 mil,Intermediate,University of Alberta,Java
353,Fundamentals of Network Communication,4.6,72 mil,Intermediate,University of Colorado System,Java
354,Big Data Analysis with Scala and Spark,4.7,92 mil,Intermediate,École Polytechnique Fédérale de Lausanne,Java
355,Design Patterns,4.7,54 mil,Intermediate,University of Alberta,Java
356,Functional Program Design in Scala,4.5,57 mil,Intermediate,École Polytechnique Fédérale de Lausanne,Java
357,Juniper Networks Junos Platform Automation and DevOps,3.4,None,Beginner,Juniper Networks,Java
358,"Android App Components - Intents, Activities, and Broadcast Receivers",4.2,41 mil,Mixed,Vanderbilt University,Java
359,VLSI CAD Part I: Logic,4.7,38 mil,Intermediate,University of Illinois at Urbana-Champaign,Java
360,Virtual Agent Development in Dialogflow CX for Citizen Devs,4.6,None,Intermediate,Google Cloud,Java
361,API Testing Using Rest Assured Test Automation Tool,4.6,"2,3 mil",Beginner,Coursera Project Network,Java
362,"App Deployment, Debugging, and Performance",4.6,20 mil,Intermediate,Google Cloud,Java
363,Service-Oriented Architecture,4.5,30 mil,Intermediate,University of Alberta,Java
364,VLSI CAD Part II: Layout,4.7,17 mil,Intermediate,University of Illinois at Urbana-Champaign,Java
365,TDD – Desenvolvimento de Software Guiado por Testes,4.7,18 mil,Intermediate,Instituto Tecnológico de Aeronáutica,Java
366,Princípios de Desenvolvimento Ágil de Software,4.6,18 mil,Intermediate,Instituto Tecnológico de Aeronáutica,Java
367,Building Modern .NET Applications on AWS,5,"1,9 mil",Intermediate,Amazon Web Services,Java
368,Securing and Integrating Components of your Application,4.6,19 mil,Intermediate,Google Cloud,Java
369,Contact Center AI: Operations and Implementation,4.6,None,Intermediate,Google Cloud,Java
370,Engineering Practices for Building Quality Software,4.5,15 mil,Intermediate,University of Minnesota,Java
371,Functional Programming Principles in Scala (Scala 2 version),4.8,"1,7 mil",Intermediate,École Polytechnique Fédérale de Lausanne,Java
372,MATLAB을 사용한 프로그래밍 소개,None,None,Beginner,Vanderbilt University,Java
373,Parallel programming (Scala 2 version),None,None,Intermediate,École Polytechnique Fédérale de Lausanne,Java
374,Virtual Agent Development in Dialogflow CX for Software Devs,3.4,None,Intermediate,Google Cloud,Java
375,Advanced Styling with Responsive Design,4.7,94 mil,Mixed,University of Michigan,Java
376,Responsive Web Design,4.6,80 mil,Mixed,University of London,Java
377,Building API Test Automation Framework Using Rest Assured,None,None,Intermediate,Coursera Project Network,Java
378,Introduction to Node-red,4.8,None,Beginner,Coursera Project Network,Java
379,Parallel programming,4.4,56 mil,Intermediate,École Polytechnique Fédérale de Lausanne,Java
380,"Android App Components - Services, Local IPC, and Content Providers",4.3,32 mil,Beginner,Vanderbilt University,Java
381,C#程序设计,4.6,"7,6 mil",Intermediate,Peking University,Java
382,Desenvolvimento Ágil com Padrões de Projeto,4.7,12 mil,Intermediate,Instituto Tecnológico de Aeronáutica,Java
383,Build Your First Android App (Project-Centered Course),4.2,330 mil,Mixed,CentraleSupélec,Java
384,Write a Mini Reservation Application with Kotlin,None,None,Intermediate,Coursera Project Network,Java
385,Введение в HTML5,None,None,Mixed,University of Michigan,Java
386,Virtual Agent Development in Dialogflow ES for Citizen Devs,None,None,Intermediate,Google Cloud,Java
387,Linux Tools for Developers,4.6,16 mil,Beginner,The Linux Foundation,Java
388,Black-box and White-box Testing,3.3,"8,8 mil",Intermediate,University of Minnesota,Java
389,Introduction to Automated Analysis,4.2,"6,7 mil",Intermediate,University of Minnesota,Java
390,Use React with Express to build a Web Application,None,None,Intermediate,Coursera Project Network,Java
391,Build ATM User Interface using Routing in Angular,None,None,Beginner,Coursera Project Network,Java
392,Get Up and Running with TypeScript,4.2,None,Beginner,Coursera Project Network,Java
393,Create a Web Link Preview with VueJS Components,None,None,Intermediate,Coursera Project Network,Java
394,"Coding for Designers, Managers, & Entrepreneurs II",4.3,"2,6 mil",Beginner,University of Virginia,Java
395,Wire Up an Auction Website with GraphQL,None,None,Intermediate,Coursera Project Network,Java
396,Absolute Basics of COBOL,None,None,Beginner,Coursera Project Network,Java
397,E-Commerce Payments Using Stripe and NodeJS,None,None,Intermediate,Coursera Project Network,Java
398,Build a Firebase Android Application,4.3,"2,9 mil",Intermediate,Coursera Project Network,Java
399,Access Maps in an Android Studio Project,None,None,Intermediate,Coursera Project Network,Java
400,Introduction to Meteor.js Development,4.6,43 mil,Mixed,University of London,Java
401,Desarrollo de Videojuegos en Unity: Una Introducción,4.4,31 mil,Beginner,Universidad de los Andes,Java
402,Build a Google Firebase Web Application,4.5,"5,6 mil",Intermediate,Coursera Project Network,Java
403,基于.Net的Web开发技术,4.7,"1,8 mil",Mixed,Xi'an Jiaotong University,Java
404,"Алгоритмы, часть I",None,None,Intermediate,Princeton University,Java
405,Improve Your Python Code Using Amazon CodeGuru,4.6,"2,1 mil",Intermediate,Amazon Web Services,Java
406,Introducción al HTML5,4.3,"2,6 mil",Mixed,University of Michigan,Java
407,Introduction to C Programming Variables Input Output,4.6,None,Intermediate,Coursera Project Network,Java
408,Spring Data Repositories,None,None,Intermediate,LearnQuest,Java
409,Engineering Maintainable Android Apps,4.5,27 mil,Mixed,Vanderbilt University,Java
410,"Desarrollo de Aplicaciones Mobile Multiplataforma con Nativescript, Angular y Redux",3.7,"6,1 mil",Beginner,Universidad Austral,Java
411,Overview of JUnit Testing,None,None,Intermediate,LearnQuest,Java
412,Software Design Methods and Tools,4.7,"5,6 mil",Intermediate,University of Colorado System,Java
413,Big Data Analysis with Scala and Spark (Scala 2 version),None,None,Intermediate,École Polytechnique Fédérale de Lausanne,Java
414,Hands-on Text Mining and Analytics,3.9,14 mil,Intermediate,Yonsei University,Java
415,Introduction to C++ Programming: Build a Calculator,4.3,None,Beginner,Coursera Project Network,Java
416,Arquitecturas de Big Data,None,None,Beginner,Universidad de los Andes,Java
417,Python Dynamic HTML Web Server,4.5,6 mil,Beginner,Coursera Project Network,Java
418,Configuring Kotlin for Android with IntelliJ IDEA,None,None,Beginner,Coursera Project Network,Java
419,Build a Persistent Storage App in Android Studio,4.4,3 mil,Beginner,Coursera Project Network,Java
420,Functional Program Design in Scala (Scala 2 version),None,None,Intermediate,École Polytechnique Fédérale de Lausanne,Java
421,"Application Deployment, Debug, Performance 日本語版",4.4,None,Intermediate,Google Cloud,Java
422,Introduction to C++ Programming: Create a Tic-Tac-Toe Game,4.2,None,Beginner,Coursera Project Network,Java
423,Create C Control Constructs using DevC++,None,None,Intermediate,Coursera Project Network,Java
424,Cypress end to end testing and intercepting network call,None,None,Advanced,Coursera Project Network,Java
425,Securing and Integrating Components of your Application 日本語版,4.4,None,Intermediate,Google Cloud,Java
426,Prepared Statements and Stored Procedures,None,None,Beginner,LearnQuest,Java
427,Crea una aplicación web con Vue.js,None,None,Intermediate,Coursera Project Network,Java
428,Jakarta Persistence (JPA),None,None,Intermediate,LearnQuest,Java
429,Build an App in Android Studio using onTouch,4.5,None,Intermediate,Coursera Project Network,Java
430,Serverless Data Analysis with Google BigQuery and Cloud Dataflow em Português Brasileiro,4.7,None,Intermediate,Google Cloud,Java
431,Intro to Programming With C#: Build A Word Guessing Game,None,None,Beginner,Coursera Project Network,Java
432,Make a Bill Splitter App with AngularJS,None,None,Intermediate,Coursera Project Network,Java
433,Test and Debug Your Build with Visual Studio Code,None,None,Beginner,Coursera Project Network,Java
434,Build a Firebase Android Application (Part II),4.3,"1,7 mil",Advanced,Coursera Project Network,Java
435,Build an App in Android Studio using Activities,4.4,"1,6 mil",Intermediate,Coursera Project Network,Java
436,Android Programming for Beginners - A simple BMI calculator,4.9,None,Beginner,Coursera Project Network,Java
437,Build Your Portfolio Website with Angular JS,None,None,Intermediate,Coursera Project Network,Java
438,Créer une Fonction Personnalisée en JS et Google App Script,None,None,Beginner,Coursera Project Network,Java
439,Build a Relative Layout App in Android Studio,4.5,"2,2 mil",Beginner,Coursera Project Network,Java
440,Crea tu primera página web en HTML,4.7,None,Beginner,Coursera Project Network,Java
441,Test Your Build in the Debugger with IntelliJ IDEA,None,None,Intermediate,Coursera Project Network,Java
442,"App Deployment, Debugging, and Performance en Français",None,None,Intermediate,Google Cloud,Java
443,Process File Data using C Pointers,None,None,Intermediate,Coursera Project Network,Java
444,Datos no tradicionales en repositorios NoSQL,None,None,Beginner,Universidad de los Andes,Java
445,Build an Online Auction Server with ExpressJS,None,None,Intermediate,Coursera Project Network,Java
446,Debugging support for the Node.js runtime in VScode,None,None,Intermediate,Coursera Project Network,Java
447,Simulate the Stock Market with AngularJS Components,None,None,Intermediate,Coursera Project Network,Java
448,Access NFC in an Android Studio Project,None,None,Intermediate,Coursera Project Network,Java
449,Build CSS3 Flexbox Holy Grail Layout in Angular,None,None,Beginner,Coursera Project Network,Java
